version,ihl,tos,len,ip_flags,frag,ttl,proto,ip_options,time,sport,dport,dataofs,reserved,tcp_udp_flags,window,urgptr,tcp_udp_options,land,time_diff,payload,std_dev_payload,Avg_syn_flag,Avg_urg_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_lenght,Min_pkts_lenght,Max_pkts_lenght,StDev_pkts_lenght,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP
4,5,0,68,DF,0,64,6,0,1592203435.582698,52590,1885,8,0,PA,502,0,3,0,1.002065,7,2.9107081994288304,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,25.033448,25.033448,0.992886,1.005629,0.00285754689258695,2132.0,82.0,82.0,0.0,26.0,416.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203436.588923,52590,1885,8,0,PA,502,0,3,0,1.006225,5,2.8744390757154687,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,26.039673,26.039673,0.992886,1.006225,0.0029593156955880604,2214.0,82.0,82.0,0.0,27.0,432.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203437.588703,52590,1885,8,0,PA,502,0,3,0,0.999780,0,2.818997261816722,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,27.039453,27.039453,0.992886,1.006225,0.0029212349513562993,2296.0,82.0,82.0,0.0,28.0,448.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203438.589643,52590,1885,8,0,PA,502,0,3,0,1.000940,9,2.9373896383553113,0.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,0.0,0.0,28.040393,28.040393,0.992886,1.006225,0.002868319450405885,2378.0,82.0,82.0,0.0,29.0,464.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203439.590857,52590,1885,8,0,PA,502,0,3,0,1.001214,2,2.9767380448664107,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,29.041607,29.041607,0.992886,1.006225,0.0028169536724289303,2460.0,82.0,82.0,0.0,30.0,480.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203440.592681,52590,1885,8,0,PA,502,0,3,0,1.001824,6,2.981911380569443,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,30.043431,30.043431,0.992886,1.006225,0.002768871725276287,2542.0,82.0,82.0,0.0,31.0,496.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203441.593972,52590,1885,8,0,PA,502,0,3,0,1.001291,2,2.936551265231604,0.0,0.0,0.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,31.044722,31.044722,0.992886,1.006225,0.0027224782282372446,2624.0,82.0,82.0,0.0,32.0,512.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203442.595070,52590,1885,8,0,PA,502,0,3,0,1.001098,3,2.9402655135757008,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,0.0,0.0,32.04582,32.04582,0.992886,1.006225,0.002678900228728922,2706.0,82.0,82.0,0.0,33.0,528.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203443.597499,52590,1885,8,0,PA,502,0,3,0,1.002429,6,2.9148059540902547,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,33.048249,33.048249,0.992886,1.006225,0.002642417387114926,2788.0,82.0,82.0,0.0,34.0,544.0,16.0,16.0,0.0,0.0
4,5,0,68,DF,0,64,6,0,1592203444.599947,52590,1885,8,0,PA,502,0,3,0,1.002448,7,2.8760752770193143,0.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,34.050697,34.050697,0.992886,1.006225,0.002607560433857868,2870.0,82.0,82.0,0.0,35.0,560.0,16.0,16.0,0.0,0.0
